viewId,viewName,province,city,viewImg,viewDes,viewTime,viewTransport,viewTicket,viewOpenTime,viewAddress,,star
449,广州长隆野生动物世界,广东,番禺,http://b2-q.mafengwo.net/s6/M00/C3/9D/wKgB4lNfwpSAKyXyAEkj1i6lSVY39.jpeg,"·长隆野生动物世界以大规模野生动物放养和自驾观赏为特色，是亚洲最大的野生动物公园。
·生活着以“十大世界珍稀动物国宝”为代表的500多种珍稀动物，其中包括中国的大熊猫。
·拥有令人惊心动魄的大型白虎表演，滑稽搞笑的大象表演，明“猩”云集的花果山剧场表演等。
·动物园内可乘坐小火车深入到亚洲的丛林和草原，体验与兽同行的刺激与豪情。",1天,"长隆野生动物世界地处广州番禺区。
外部交通：可乘坐304路、562路公交车，在长隆香江野生动物世界下车；也可坐地铁三号线在汉溪长隆站地铁E出口，转乘园区免费穿梭巴士。
内部交通：游园分两部分，一是步行区，二是乘车游览区。乘车游览是坐园里的小火车游览（免费），约40分钟。","平日价格:全票300人民币/小童票210人民币/青少年/学生票/大学生票240人民币/长者票210人民币/优待票210人民币/自驾车票300人民币；特定日价格:全票350人民币/小童票245人民币/青少年/学生票/大学生票280人民币/长者票245人民币/优待票245人民币/家庭票880人民币/自驾车票350人民币 (1月1日-12月31日 周一-周日)
免票:1.0米以下儿童 （1名成人仅限携带1名免票儿童入园）
tips:
(1)2019年指定日：元旦（2018年12月30日-2019年1月1日）、春节（2月4-10日）、清明节（4月5-7日）、劳动节（5月1日）、端午节（6月7日-9日）、中秋节（9月13-15日）、国庆节（10月1-7日）、暑假（7月1日至8月31日）及所有周末（星期六、星期日）
（2）优待票适用于持有国家民政部、残联、部队核发的有效残疾军人证及残疾证之人士，可现场购买优待票，凭有效残疾军人证/残疾证验票入园。","09:30-18:00(园区开放时间),09:30-16:00(自驾车开放时间),09:30-16:30(小火车开放时间),10:30-17:00(缆车开放时间) (1月1日-12月31日 周一-周五)09:30-18:30(园区开放时间),09:30-16:30(自驾车开放时间),09:30-17:00(小火车开放时间),10:30-17:30(缆车开放时间) (1月1日-12月31日 周六-周日)",广州市番禺区香江大道593号,,5
468,广州珠江夜游,广东,广州,http://p2-q.mafengwo.net/s5/M00/7F/08/wKgB3FGbBMeAf4deAAWSAj2ksKQ99.jpeg,"·珠江全长2129公里，流域横跨六省，沿岸有诸多古迹建筑，夜游珠江能够更快地了解广州文化及历史。
·珠江景色迷人、碧水潋滟，华灯闪烁，犹如七色明珠镶嵌十里珠江，汇成一条异彩纷呈的珠江彩虹。
·沿着珠江两岸一路寻去，珠江夜游作为广州“羊城八景”之一，是广州旅游一张靓丽的名片。
·一江珠水可读广州上下两千年，百年码头见证现代商都风华荣貌，不妨去追寻广州悠久历史与文化风情。",1小时以下,乘坐公交194路到大沙头游船码头站下，步行380米即可到达。,"常规观光游船:68人民币；高端观光游船:88人民币 (1月1日-12月31日 周一-周日)
tips:
游船实名制，每位游客在取票及登船时需要出示有效身份证件(身份证、临时身份证、居住证、港澳通行证、护照、军官证、警官证、台湾来往大陆通行证)",18:30-23:00(游船运营时间) (1月1日-12月31日 周一-周日),广州市越秀区沿江东路466号大沙头游船码头内,,3
465,海心沙广场,广东,广州,http://b3-q.mafengwo.net/s6/M00/E0/BD/wKgB4lMGAqqAQGNbAAN7r9ZJNJs65.jpeg,"·2010年广州亚运会开幕式的举办地，至今依然保留有4个大屏幕和座位席。
·距离二沙岛、广州大桥、猎德大桥、海珠岛、广州塔都很近，是珠江新城核心区轴线的端点。
·这里的夜景非常漂亮，周边灯火璀璨。在这边观赏小蛮腰（广州塔）灯光秀，比在对岸的广州塔下要舒服自在得多哦！",获取失败,乘坐地铁APM线至海心沙站，即可到达,免费,全天,广州市天河区临江大道,,5
447,黄埔军校旧址,广东,广州,http://p2-q.mafengwo.net/s6/M00/EF/A2/wKgB4lJ7olOADWapABc805XaUKo52.jpeg,"·即陆军军官学校，孙中山于1924第一次国共合作时期创办，是中国军事家的摇篮。
·军校在长洲岛共办了7 期，1930 年迁往南京，后又迁往成都和台湾。1938年因日军飞机轰炸而毁于一旦。
·整个旧址建筑呈民国风格，景点主要有校本部、中山故居、东征烈士墓园、北伐纪念碑、大坡地炮台等。
·场馆设有免费讲解时段，时间：开放日当天10:00、11:00、13:00、14:00、15:00。",1-3小时,"1、乘43、292、431、562、566公交到蟹山站下车。
2、在南方大厦乘水上巴士到鱼珠码头下，再换轮渡，票价1.5元，即可到达军校码头。
3、在天字码头或南方大厦乘水上巴士直达。",免费,"09:00-17:00；停止入场时间:16:30 (1月1日-12月31日 周二-周日)
tips:
逢周一闭馆（法定节假日和特殊情况除外）",广州市黄埔区长洲岛军校路170号,,5
431,惠州西湖,广东,惠州,http://b4-q.mafengwo.net/s7/M00/C2/49/wKgB6lQFW9-AcrEXAC9TK7lZ2-873.jpeg,"·相比于杭州西湖颇具岭南风情，被誉为城市之肺。由“五湖六桥八景”组成，全部逛完需要不少时间。
·平湖是湖区中最大的，核心景点大多集中在此。湖北面沿堤坝可参观丰渚园，夏天时节荷花开得很漂亮。
·平湖北面的下角东路和下角中路是惠州最老的生活区，绿树成荫，有当地居民在休憩打发时间。
·湖区很适合游船，无论是手桨还是电动船，都能找到乐趣。",1-3小时,"在西大门乘坐29、36、208、369、k2、l1路公交车在鳄湖路站下车。
在西北门乘坐17、29、36、202、208、369、k2、l1路公交车在丰山路口站下车。
在大北门乘坐11、15、19路公交车在市文化中心站下车。",免费,"07:00-22:30(夏季),06:30-22:00(冬季) (1月1日-12月31日 周一-周日)",惠州市惠城区环城西路2号,,3
432,罗浮山,广东,惠州,http://p4-q.mafengwo.net/s5/M00/BF/17/wKgB3FGZ6v-AaJBTAA2WoouTbvo34.jpeg,"·罗浮山又名东樵山，是中国道教十大名山之一，主峰飞云顶，山势雄浑，风景秀丽，日观、云观、海观是罗浮山三个著名景观。
·景区内有大小山峰432座，飞瀑名泉980多处，洞天奇景18处，石室幽岩72个，主要有朱明洞、酥醪景区、黄龙观、华首寺等景点。
·其中，朱明洞是罗浮山的核心景区，景区内的冲虚古观有1600多年历史，是中国十大古观之一，每年都吸引无数信众到此祈福。
·史学家司马迁把罗浮山比作“粤岳”，所以罗浮山素有“岭南第一山”之美称。",1天,惠州汽车总站有到罗浮山的旅游专线巴士，途经惠州西湖、惠州义务小商品批发城、火车北站、小金、博罗、义和、龙溪、龙华、长宁、罗浮山。汽车总站到罗浮山首末班车时间为06:00-18:20；罗浮山到汽车总站首末班车时间为08:00-18:00。,"成人票:60人民币 (1月1日-12月31日 周一-周日)
半票:身高1.2米-1.5米之间儿童且未满12周岁的儿童、全日制在校学生持学生证可享受半价优惠。
免票:身高1.2米以下的儿童、现役军人、残疾人、60岁及以上老人、随团导游、记者，持有效证件免大门票。
tips:
景区重大节日期间成人票门市价8折起。",07:00-18:00；停止入场时间:17:30 (1月1日-12月31日 周一-周日),惠州市博罗县长宁镇223县道,,3
385,帽子峰林场,广东,南雄,http://p2-q.mafengwo.net/s5/M00/96/5C/wKgB3FFqXv2AWYKRAAm9720lcaE15.jpeg,著名的银杏之乡，这里四季鸟语花香，层峦叠翠，景色极美，也曾是游击抗战的革命圣地。,获取失败,南雄市区内包车前往，价格约40元左右。,30元,09:00-18:30 (1月1日-12月31日 周一-周日),韶关市南雄市,,3
443,沙面岛,广东,广州,http://p2-q.mafengwo.net/s10/M00/A0/51/wKgBZ1m1GOaARk_EADxTppCJcxM97.jpeg,"·沙面是广州重要商埠，历经百年，在宋元明清时期为国内外通商要津，鸦片战争后沦为英、法租界。
·我国近代史与租界史的缩影，岛上欧陆风情建筑形成了独特的露天建筑“博物馆”。
·露德天主教圣母堂、沙面基督堂、海关馆舍、英国雪厂、汇丰银行等建筑都独具特色。
·岛上有如欧洲小镇，咖啡馆、教堂、餐厅以及酒吧出片率都很高，到这里拍照是个不错的选择。",获取失败,"1、可在广州火车站总站坐823路（坐11站）到市中医院站下，走约110米到沙面岛。
2、从广州站乘坐出租车：共行驶5.9公里，费用18元（费用仅供参考，不含过路费和过桥费）。
3、乘坐地铁1号线到黄沙站D出口天桥对面，出站后走约10分钟可到。",免费,全天,广州市荔湾区沙面,,5
469,石室圣心大教堂,广东,广州,http://b3-q.mafengwo.net/s7/M00/C7/AD/wKgB6lR5opGAGEHlAD25BlYH-ko88.jpeg,"·天主教广州教区最宏伟、最具特色的大教堂，国内现存最宏伟的双尖塔哥特式建筑之一，是东南亚最大的石结构天主教建筑。
·由法国设计师设计，中国工匠建造而成。是全球四座全石结构哥特式教堂建筑之一，可与闻名世界的法国巴黎圣母院相媲美。
·教堂内部左右各有10根巨型石柱，急剧上升的尖拱设计使整个教堂有升腾的感觉。堂顶中间高两侧低，呈现起伏的态势，渲染出庄重的宗教气氛。
·正面大门上和四周墙壁分布的花窗棂，彩色玻璃窗上所绘的是圣经故事。",获取失败,乘坐4、8、61、82、238、823路公交车在一德路站下车或乘坐地铁6号线在一德路站下车。,免费,"08:00-17:30 (1月1日-12月31日 周一-周日)
tips:
弥撒时间
周一至周六：
第一场06:30
第二场07:00
第三场15:30(英语)
第四场19:30(普通话)
周日 : 第一场06:30
第二场08:30(粤语)
第三场10:30(普通话)
第四场15:30(英语)
下午参观时间是下午2点半开始",广州市越秀区一德路56号,,5
377,英西峰林,广东,英德,http://n4-q.mafengwo.net/s6/M00/60/EF/wKgB4lJt_xmAEIntABBZ-T5aahI03.jpeg,英西峰林风景区位于广东英德市西南60公里的九龙、黄花（以前叫明迳镇）、岩背三镇，是群山环抱的一片谷地，喀斯特地貌，自然景观似桂林，故有“英西小桂林”之称，这里密集分布着上千座石灰岩山峰，溪涧、岩洞，古建筑点缀[1]其间，是广东省最长、最密集的峰林景区。是驴友人户外徒步的好去处，也是广东十大户外徒步探险圣地之一。,获取失败,"公共交通
（1）在广州罗冲围客运站有直达英西峰林九龙镇的班车，每天两班次，分别是早上10:40一班和下午4:30分一班，坐直达班车到九龙就是英西峰林的中心了，这是最快捷的！
(2)也可以在广州罗冲围客运站坐浸潭石潭的班车，每天共8个班次，最早一班是8点正的，也挺方便的，到浸潭高速路出口下车，再转中巴或者面包车到九龙镇，中巴5元到九龙镇，面包车一般要10元左右！
(3)广州罗冲围客运站或省客运站每隔25分钟一班车到清远北站（即清新北站汽车站），到清远北站后转英德九龙镇的中巴即可。记得是清远北站才有到英西峰林的车，清远新站小市那边是没有车到的。
（4）坐火车到达英德的话可以坐1路公共汽车到英德汽车站。在英德城西客运站就有很多去九龙的中巴车22元，基本是每30分钟一班，不过车会沿路乡镇收客直到客满才会离开英德市，要有点耐心等待。九龙回英德最晚的班车是17：30。",景区内不同景点，收费不同。,9:00-17:00；老虎谷漂流时间：14:00-15:30。 峰林小镇：8:30-17:30。 洞天仙境：8:30-18:00。,清远市英德市黄花镇,,4
441,越秀公园,广东,广州,http://p3-q.mafengwo.net/s7/M00/C8/5C/wKgB6lR5o4KAc7l-AEk0iSpwfGg16.jpeg,"·广州最大的公园，自然风光优美，适合散步和锻炼身体。
·由主峰越井岗及周围桂花岗、木壳岗、鲤鱼岗等七个山岗和北秀、南秀、东秀三个人工湖组成。
·公园内有很多古迹，包括五羊石像、中山纪念碑、广州古城墙、四方炮台等。
·除了自然风光和古迹，公园内还有体育场、游泳场、金印游乐场等文化娱乐场所。
·公园西门口站附近就是光孝寺，还可以一天内游玩光孝寺及陈家祠。",1-3小时,5、6、10、21、24、33、58、63、101、122、127路公交车至越秀公园站下；也可乘地铁2号线越秀公园站B1出口下，出站往反方向走约几十米即可到达大门。,免费,06:00-22:00 (1月1日-12月31日 周一-周日),广州市越秀区解放北路988号,,4
446,增城白水寨,广东,增城,http://b1-q.mafengwo.net/s5/M00/AF/E9/wKgB3FHLs9KAUJc2AAMbdypIUvU43.jpeg,"·白水寨树木茂盛、空气清新，有9999级石阶的登山步径，被誉为北回归线上的瑰丽翡翠。
·主要景点有奇趣水谷、海船木栈道、1499级爆鸣台、2199级亲瀑台、3299级沐瀑台、4099级仙姑天池等。
·景区内最出名的是瀑布，有多个观瀑平台，可以近距离的欣赏白水仙瀑，感受瀑布奔流直下的气势。
·全部爬完要5-6小时，登山步道最高可达9999层，不过大部游客都是行至4099级天池结束行程。",获取失败,"在广州多个客运站乘车至从化街口客运站，即可乘坐直达白水寨的旅游专线车；芳村客运站新增了增城派潭班线，搭乘此班线可直达白水寨。
乘坐从化汽车站总站-白水寨风景区公交，在白水寨景区总站下车，即可到达","普通票:60人民币 (1月1日-12月31日 周一-周日)
半票:1.2米-1.5米未成年人，全日制大、中、小学生需出示有效学生证或应届毕业生出示准考证，60周岁-65周岁出示本人有效身份证
免票:身高1.2米以下儿童(须由一位成人家长陪同入园)、65岁以上老人、学生出示有效证件",08:30-17:30 (1月1日-12月31日 周一-周日),广州市增城区派潭镇上九陂村白水寨,,5
442,镇海楼,广东,广州,http://b3-q.mafengwo.net/s5/M00/0D/52/wKgB21ACZgK5no4vAAjincd15e446.jpeg,"·镇海楼坐落在越秀山小蟠龙冈上，有“雄镇海疆”之意，是广州标志性建筑之一。
·楼前碑廊有历代碑刻，右侧陈列有12门古炮。 朱红墙绿瓦砌成，巍峨壮观，被誉为“岭南第一胜览”。
·登楼可眺羊城景色，现为“广州博物馆”，收藏广州地方历史文物资料并经常举办展览。",获取失败,乘坐公交33、550、529、225、297、30、122、133、241路公交车可达；解放路汽车站乘坐87、101、133、187、518、21、519、182、24、58、244、127、185、5等路公交车可达；小北路汽车站乘坐220、33、184、6、66、190、544、219、233、36、547、10、191等路公交车可达。此外，还可以于市内乘坐地铁二号线越秀公园站下。,10元（70岁以上老人免票，1.2米以下儿童半票）,09:00-17:00 (1月1日-12月31日 周一-周日),广州市越秀区小北路越秀山小蟠龙冈上,,4
440,中山纪念堂,广东,广州,http://b2-q.mafengwo.net/s5/M00/DC/5F/wKgB3FChEkCANPB9AAOo7yv9-Vo12.jpeg,"·中山纪念堂是为了缅怀伟大革命领袖孙中山而建，它见证了广州许多历史大事，富有纪念意义。
·如今是广州最具标性的建筑物之一，也是广州市大型集会和演出的重要场所。
·这是一座宏伟的八角形宫殿式建筑，具有浓厚民族特色；中央高悬蓝底红边的漆金大匾，孙中山手书“天下为公”4个大字，雄浑有力。
·纪念堂后面还有独立的一个小房间——孙中山史迹陈列馆，介绍孙中山的生平。",获取失败,"1.地铁二号线纪念堂站下车即可到达。
2.可乘公交2、27、42、56、62、74、80、83、85、185、133、204、209、224A、224、229、261路车到中山纪念堂站下。","普通票:10人民币 (1月1日-12月31日 周一-周日)
tips:
参观中山纪念堂园区不需要门票，如果要步入纪念堂主殿，需要购买门票。",08:00-18:00(园区开放时间)；停止售票时间:16:30；停止入场时间:17:00 (1月1日-12月31日 周一-周日),广州市越秀区东风中路259号,,5
371,祖庙-佛山黄飞鸿纪念馆,广东,佛山,http://p4-q.mafengwo.net/s7/M00/15/5D/wKgB6lP28SKAKWrhAAqAab7i_ZE12.jpeg,黄飞鸿纪念馆为一座两层仿清代青砖镬耳建筑，整个纪念馆为两层两进深三开间仿清代镬耳式建筑，内设陈列馆、影视厅、演武厅、演武天井等。陈列部除了介绍黄飞鸿的生平事迹，还全面展示了近70年来围绕黄飞鸿而产生的各种文艺作品以及上千件珍贵文物。,1-3小时,乘坐101、104B、105、106、107、109、110、111、112等多路公交车到祖庙站下车,祖庙门票20元，纪念馆包含在内,08:30-18:00 (1月1日-12月31日 周一-周日),佛山市禅城区新文街29号,,5
212,白马寺,河南,洛阳,http://b4-q.mafengwo.net/s8/M00/A6/00/wKgBpVUr2sCAVaH7ABQ_srQNty479.jpeg,"·佛教传入中国后第一座由官府建造的寺院，有“中国第一古刹”之称
·白马寺现存的遗址古迹为元、明、清时所留，均列于南北向的中轴线上。
·大雄宝殿是全寺主殿，其他主要建筑有天王殿、大佛殿、毗卢阁等。
·寺内保存了大量元代夹纻干漆造像如三世佛、二天将、十八罗汉等，弥足珍贵。",1-3小时,公交：洛阳火车站乘56路到终点站下车，关林庙乘58路到终点站下车。驾车：连霍高速——二广高速白马寺站——310国道白马寺镇,门票:35人民币 (1月1日-12月31日 周一-周日),"08:00-18:00 (1月1日-12月31日 周一-周日)
tips:
景区开放时间会因节假日、淡旺季而有所调整，具体请以景区现场公示为准",洛阳市洛龙区洛白路6号,,4
